--- CORTEX SESSION START ---
--- CORTEX SESSION START ---
{"time":15.36189842,"health":100,"armor":0,"ammo_shells":45,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-530.65155,864.135986,120.03125],"vel":[319.973175,6.89027786,0],"lidar":[0.098261304,0.17091103,0.3369872,0.34075719,0.38594672],"enemies":[]}
{"time":15.46940994,"health":100,"armor":0,"ammo_shells":45,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-496.247772,865.121643,120.03125],"vel":[319.962097,11.07337666,0],"lidar":[0.088373572,0.14525235,0.33698714,0.34075719,0.35182497],"enemies":[]}
{"time":15.58143902,"health":100,"armor":0,"ammo_shells":45,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-460.419159,866.612671,120.03125],"vel":[319.721191,14.74191856,0],"lidar":[0.084101923,0.13823138,0.32746878,0.34075719,0.35182497],"enemies":[]}
{"time":15.69351101,"health":100,"armor":0,"ammo_shells":45,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-424.282532,867.817078,120.03125],"vel":[327.508942,0,0],"lidar":[0.26637623,0.25799653,0.25514212,0.28860977,0.6925782],"enemies":[]}
{"time":15.80158615,"health":100,"armor":0,"ammo_shells":45,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-389.073517,865.942322,120.03125],"vel":[324.43573,-29.6586189,0],"lidar":[0.27357388,0.30203709,0.29869545,0.78529644,0.62758207],"enemies":[]}
{"time":15.90990829,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-354.285797,861.196716,120.03125],"vel":[318.437073,-52.7311211,0],"lidar":[0.24741644,0.29259315,0.37144753,0.78529644,0.63352716],"enemies":[]}
{"time":16.0219784,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-316.540436,860.954224,120.03125],"vel":[321.533905,9.00583839,0],"lidar":[0.3546786,0.67079097,0.5581131,0.52216256,0.5282948],"enemies":[]}
{"time":16.131794,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-281.377472,862.40979,120.03125],"vel":[320.354919,13.48613071,0],"lidar":[0.59258932,0.57394755,0.50047815,0.50707126,0.52457124],"enemies":[]}
{"time":16.2437916,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-243.980209,860.836914,120.03125],"vel":[340.529938,-41.5825233,0],"lidar":[0.48633009,0.48403123,0.54120892,0.59544802,0.67414367],"enemies":[]}
{"time":16.355835,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-205.562393,849.682129,120.03125],"vel":[330.408997,-133.625824,0],"lidar":[0.43309203,0.46881691,0.51243323,0.53707588,0.34306899],"enemies":[]}
{"time":16.4701118,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-170.77832,831.157715,120.03125],"vel":[285.934479,-178.617706,0],"lidar":[0.43309203,0.46881691,0.51243329,0.5428406,0.36793879],"enemies":[]}
{"time":16.5818405,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-140.886871,809.496216,120.03125],"vel":[255.715485,-203.670319,0],"lidar":[0.38214001,0.41946775,0.51243329,0.5428406,0.49471399],"enemies":[]}
{"time":16.6937027,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-113.580719,785.636963,120.03125],"vel":[236.655563,-219.47168,0],"lidar":[0.38214001,0.41946775,0.46363011,0.51816607,0.52594727],"enemies":[]}
{"time":16.801918,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-88.6742706,761.407898,120.03125],"vel":[227.209808,-225.340622,0],"lidar":[0.33443156,0.36745477,0.4198274,0.49055809,0.58646369],"enemies":[]}
{"time":16.9135094,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-63.2770882,736.29718,115.8081741],"vel":[227.643509,-224.988953,-76.0955963],"lidar":[0.28015062,0.27429006,0.29420069,0.32498211,0.36969998],"enemies":[]}
{"time":17.0262241,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-37.6180191,710.937256,101.4219513],"vel":[227.643509,-224.988953,-166.268402],"lidar":[0.32232538,0.31218565,0.26577619,0.24792017,0.23180428],"enemies":[]}
{"time":17.1363354,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[-12.55210304,686.163574,77.5692062],"vel":[227.643509,-224.988953,-254.356735],"lidar":[0.28615063,0.2771489,0.2740826,0.26269811,0.20779327],"enemies":[]}
{"time":17.2483845,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[12.25150013,661.64917,55.807209],"vel":[199.043915,-196.722855,-13.38784027],"lidar":[0.19817436,0.19194016,0.18981661,0.19194017,0.19817436],"enemies":[]}
{"time":17.3595524,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[34.3785782,639.78009,48.6690941],"vel":[199.043915,-196.722855,-102.3212814],"lidar":[0.1626104,0.15749499,0.15575251,0.15749499,0.16261041],"enemies":[]}
{"time":17.4680958,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[55.3741188,619.029419,40.03125],"vel":[174.164139,-172.133209,0],"lidar":[0.15982574,0.15479791,0.15308528,0.15479793,0.15982574],"enemies":[]}
{"time":17.5797005,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[87.6507416,603.018982,40.03125],"vel":[320.954773,-118.7089386,0],"lidar":[0.19257484,0.18651681,0.18445325,0.18651684,0.19257484],"enemies":[]}
{"time":17.6921654,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[123.9218826,592.894043,56.03125],"vel":[322.676971,-71.092308,0],"lidar":[0.29682243,0.31086135,0.30742207,0.31086135,0.32095811],"enemies":[]}
{"time":17.8009224,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[158.94664,587.130005,56.03125],"vel":[321.637817,-41.3278999,0],"lidar":[0.31481773,0.31086135,0.30742207,0.31086135,0.32095811],"enemies":[]}
{"time":17.9127789,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[191.777664,583.722717,56.03125],"vel":[246.311966,-24.5004711,0],"lidar":[0.32095808,0.31086135,0.30742207,0.31086135,0.32095811],"enemies":[]}
{"time":18.0250149,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[213.172363,581.594666,56.03125],"vel":[154.87236,-15.40503788,0],"lidar":[0.32095808,0.31086135,0.30742207,0.31086135,0.32095811],"enemies":[]}
{"time":18.1351013,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[226.430801,580.275879,56.03125],"vel":[98.2737274,-9.7752142,0],"lidar":[0.32095808,0.31086135,0.30742207,0.31086135,0.32095811],"enemies":[]}
{"time":18.2465286,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[234.556961,579.46759,56.03125],"vel":[53.9219551,-5.36357594,0],"lidar":[0.32095808,0.31086135,0.30742207,0.31086135,0.32095811],"enemies":[]}
{"time":18.3591957,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.74469,579.150452,56.03125],"vel":[9.07645893,-0.90282851,0],"lidar":[0.32095808,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":18.468565,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.32095808,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":18.5805645,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.31506374,0.31086135,0.30742207,0.31086135,0.32095808],"enemies":[]}
{"time":18.6895123,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.31506374,0.31086135,0.30742207,0.31086135,0.32095808],"enemies":[]}
{"time":18.8017254,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.31506374,0.31086135,0.30742207,0.31086135,0.32095808],"enemies":[]}
{"time":18.9094448,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.31506374,0.31086135,0.30742207,0.31086135,0.32095808],"enemies":[]}
{"time":19.0213795,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.31506374,0.31086135,0.30742207,0.31086135,0.32095808],"enemies":[]}
{"time":19.1314602,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.31506374,0.31086135,0.30742207,0.31086135,0.32095808],"enemies":[]}
{"time":19.243185,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.31506374,0.31086135,0.30742207,0.31086135,0.32095808],"enemies":[]}
{"time":19.3550358,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.30259961,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":19.4681911,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.30259961,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":19.5796967,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.30259961,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":19.6921692,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.30259961,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":19.8009033,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.30259961,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":19.9126835,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.30259961,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":20.0247345,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.30259961,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":20.1346931,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.30259961,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":20.2459507,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.30259961,0.31086135,0.30742207,0.31086138,0.32095808],"enemies":[]}
{"time":20.3579826,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.31184551,0.31086135,0.30742207,0.31086135,0.32095808],"enemies":[]}
{"time":20.4681206,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.32095808,0.31086138,0.30742207,0.31086135,0.32095808],"enemies":[]}
{"time":20.5804081,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[237.789658,579.145996,56.03125],"vel":[0,0,0],"lidar":[0.29510635,0.28582281,0.2826606,0.28582281,0.22208935],"enemies":[]}
{"time":20.6932907,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[239.97113,578.234497,56.03125],"vel":[88.4967804,-37.1864243,0],"lidar":[0.29510635,0.28582281,0.28266057,0.28582278,0.18225521],"enemies":[]}
{"time":20.8015289,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[264.337708,567.660645,56.03125],"vel":[293.143463,-128.335266,0],"lidar":[0.29510635,0.28582281,0.28266057,0.28582281,0.16736624],"enemies":[]}
{"time":20.9133148,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[300.451385,555.605286,56.03125],"vel":[347.495789,-72.4141464,0],"lidar":[0.26637623,0.25799653,0.25514212,0.16966212,0.13021365],"enemies":[]}
{"time":21.0250664,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[336.935791,550.012939,56.03125],"vel":[318.895538,-39.5195923,0],"lidar":[0.2483905,0.2405766,0.14287005,0.116535209,0.100338429],"enemies":[]}
{"time":21.1348248,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[371.896729,545.695312,56.03125],"vel":[321.041199,-45.205555,0],"lidar":[0.2483905,0.123777591,0.109649107,0.097041503,0.089078791],"enemies":[]}
{"time":21.2425461,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[406.860077,538.117493,56.03125],"vel":[323.966187,-92.6390533,0],"lidar":[0.22791898,0.097442202,0.09133143,0.085905537,0.082907543],"enemies":[]}
{"time":21.3544235,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[441.845428,524.850708,56.03125],"vel":[303.227478,-135.744492,0],"lidar":[0.22791898,0.22074907,0.21830678,0.078213602,0.078136459],"enemies":[]}
{"time":21.4680443,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[474.905853,507.149109,56.03125],"vel":[282.21582,-170.306808,0],"lidar":[0.22791898,0.22074907,0.21830678,0.22074907,0.096189082],"enemies":[]}
{"time":21.5799732,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[505.248383,485.254333,56.03125],"vel":[263.550385,-226.076874,0],"lidar":[0.22791898,0.22074907,0.21830678,0.12961556,0.1014136],"enemies":[]}
{"time":21.6916962,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[525.673523,451.051727,56.03125],"vel":[75.5800781,-371.83667,0],"lidar":[0.54343557,0.35205364,0.3481586,0.108738348,0.096358389],"enemies":[]}
{"time":21.8014927,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[523.866455,408.71701,56.03125],"vel":[-52.659935,-365.017242,0],"lidar":[0.51469702,0.39097029,0.38664475,0.39097029,0.093261264],"enemies":[]}
{"time":21.9134521,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[514.32074,370.703094,56.03125],"vel":[-106.1713104,-323.18219,0],"lidar":[0.48005223,0.39097029,0.38664475,0.39097029,0.40366897],"enemies":[]}
{"time":22.0254517,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[500.129883,336.304962,56.03125],"vel":[-139.866821,-296.839172,0],"lidar":[0.44196483,0.38817984,0.38664475,0.39097029,0.40366897],"enemies":[]}
{"time":22.1351852,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[483.388672,304.820496,56.03125],"vel":[-160.725449,-280.531921,0],"lidar":[0.40366897,0.35183552,0.38664475,0.39097029,0.40366897],"enemies":[]}
{"time":22.2479343,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[461.909241,274.538452,56.03125],"vel":[-257.045197,-241.827881,0],"lidar":[0.31353059,0.35205364,0.3481586,0.35205364,0.36348829],"enemies":[]}
{"time":22.3591022,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":0,"ammo_rockets":0,"ammo_cells":0,"pos":[426.801697,253.686676,56.03125],"vel":[-319.744934,-152.78949,0],"lidar":[0.28971457,0.35205364,0.3481586,0.35205364,0.34089243],"enemies":[]}
{"time":22.4689903,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[391.713013,240.597672,56.03125],"vel":[-317.172699,-97.8427811,0],"lidar":[0.36348829,0.35205361,0.3481586,0.33632314,0.30535057],"enemies":[]}
{"time":22.5809555,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[356.853119,231.056488,56.03125],"vel":[-309.515045,-83.8147049,0],"lidar":[0.23585875,0.35205361,0.3481586,0.35205364,0.33518887],"enemies":[]}
{"time":22.6929302,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[322.561523,218.166275,56.03125],"vel":[-291.629639,-187.936905,0],"lidar":[0.36348829,0.21978161,0.3481586,0.35205364,0.36348829],"enemies":[]}
{"time":22.8033562,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[294.863373,188.391754,56.03125],"vel":[-216.908676,-285.192474,0],"lidar":[0.19065738,0.18969612,0.3481586,0.35205361,0.36348829],"enemies":[]}
{"time":22.9143066,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[274.734558,156.018845,56.03125],"vel":[-158.619537,-296.016144,0],"lidar":[0.15788971,0.35205361,0.3481586,0.35205361,0.32155594],"enemies":[]}
{"time":23.0268402,"health":100,"armor":0,"ammo_shells":44,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[253.825607,123.6804428,56.03125],"vel":[-183.114197,-295.043945,0],"lidar":[0.36348829,0.35205361,0.34815857,0.35205361,0.29100373],"enemies":[]}
{"time":23.1355228,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[237.263077,90.5711441,56.03125],"vel":[-130.105911,-315.778442,0],"lidar":[0.36348829,0.35205364,0.3481586,0.35205364,0.34201354],"enemies":[]}
{"time":23.2480507,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[226.057556,54.3331528,56.03125],"vel":[-78.7165833,-324.036133,0],"lidar":[0.36348829,0.35205364,0.34496114,0.35205364,0.36348829],"enemies":[]}
{"time":23.3595219,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[219.816391,18.1239738,56.03125],"vel":[-40.7699852,-324.64917,0],"lidar":[0.36348829,0.35205364,0.31334275,0.31684828,0.36348829],"enemies":[]}
{"time":23.4671764,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[217.952454,-17.7126274,56.03125],"vel":[12.65964222,-351.097992,0],"lidar":[0.33062229,0.32022157,0.3166787,0.32022151,0.33062229],"enemies":[]}
{"time":23.5794449,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[227.904297,-58.3441734,56.03125],"vel":[143.095245,-353.804291,0],"lidar":[0.49504977,0.37469241,0.34847274,0.39097029,0.40366897],"enemies":[]}
{"time":23.6878395,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[247.000809,-92.8453827,56.03125],"vel":[200.346848,-294.733582,0],"lidar":[0.48598146,0.36609885,0.30662391,0.39097029,0.40366894],"enemies":[]}
{"time":23.7918034,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[270.155487,-120.5422668,56.03125],"vel":[224.382355,-245.516083,0],"lidar":[0.48976207,0.40766707,0.26649004,0.28903893,0.38566989],"enemies":[]}
{"time":23.8996677,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[292.099854,-148.89743,56.03125],"vel":[187.980652,-265.54657,0],"lidar":[0.47108954,0.38461861,0.2365285,0.25345388,0.33062229],"enemies":[]}
{"time":24.011673,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[309.632751,-182.151505,56.03125],"vel":[120.1127167,-324.928497,0],"lidar":[0.52726376,0.47939011,0.41325328,0.21684116,0.2166127],"enemies":[]}
{"time":24.1226883,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[320.539734,-216.829483,56.03125],"vel":[90.3220596,-307.032288,0],"lidar":[0.59263146,0.54957473,0.52132076,0.50648922,0.20983228],"enemies":[]}
{"time":24.2340584,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[331.216675,-250.268738,56.03125],"vel":[91.967514,-271.680634,0],"lidar":[0.58644748,0.64490175,0.7376374,0.60554415,0.55364168],"enemies":[]}
{"time":24.3465691,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[339.217773,-273.904724,56.03125],"vel":[57.7561874,-170.617172,0],"lidar":[0.5567109,0.5859431,0.63446474,0.70884925,0.81762403],"enemies":[]}
{"time":24.4553299,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[344.117615,-288.379364,56.03125],"vel":[36.8571243,-108.8793793,0],"lidar":[0.57191867,0.60194939,0.65179658,0.72821307,0.63597465],"enemies":[]}
{"time":24.5671673,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[347.272339,-297.69873,56.03125],"vel":[22.0359821,-65.0963364,0],"lidar":[0.587264,0.61861253,0.6705004,0.75000489,0.63653022],"enemies":[]}
{"time":24.6791706,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[359.578979,-286.032166,56.03125],"vel":[170.822586,209.577545,0],"lidar":[0.59498411,0.63355267,0.69570166,0.79077089,0.60244399],"enemies":[]}
{"time":24.7892227,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[381.665405,-258.751099,56.03125],"vel":[208.613098,247.575012,0],"lidar":[0.079030275,0.076544136,0.075697258,0.076544136,0.079030275],"enemies":[]}
{"time":24.9013653,"health":100,"armor":0,"ammo_shells":64,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[405.477203,-232.62706,56.03125],"vel":[194.268814,206.473694,0],"lidar":[0.53911906,0.51597786,0.51638246,0.5221594,0.51632696],"enemies":[]}
{"time":25.013443,"health":100,"armor":0,"ammo_shells":63,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[422.332489,-214.712814,56.03125],"vel":[122.2275314,129.906448,0],"lidar":[0.53911906,0.5221594,0.51638246,0.5221594,0.49512604],"enemies":[]}
{"time":25.1246185,"health":100,"armor":0,"ammo_shells":63,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[431.074219,-205.42186,56.03125],"vel":[48.9763451,52.0532722,0],"lidar":[0.53911906,0.5221594,0.51638246,0.5221594,0.48413038],"enemies":[]}
{"time":25.2366352,"health":100,"armor":0,"ammo_shells":63,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[432.886841,-203.495346,56.03125],"vel":[0,0,0],"lidar":[0.53911906,0.5221594,0.51638246,0.5221594,0.4818505],"enemies":[]}
{"time":25.348629,"health":100,"armor":0,"ammo_shells":63,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[432.886841,-203.495346,56.03125],"vel":[0,0,0],"lidar":[0.53911906,0.5221594,0.51638246,0.5221594,0.4818505],"enemies":[]}
{"time":25.4597893,"health":100,"armor":0,"ammo_shells":63,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[432.886841,-203.495346,56.03125],"vel":[0,0,0],"lidar":[0.33887354,0.31899497,0.30561638,0.31923565,0.33887354],"enemies":[]}
{"time":25.5719223,"health":100,"armor":0,"ammo_shells":63,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[432.886841,-203.495346,56.03125],"vel":[0,0,0],"lidar":[0.33335486,0.31767669,0.30314425,0.31623846,0.33335486],"enemies":[]}
{"time":25.6837635,"health":100,"armor":0,"ammo_shells":63,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[432.886841,-203.495346,56.03125],"vel":[0,0,0],"lidar":[0.34987247,0.32579693,0.30942631,0.32254839,0.34413499],"enemies":[]}
{"time":25.7943993,"health":100,"armor":0,"ammo_shells":63,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[432.886841,-203.495346,56.03125],"vel":[0,0,0],"lidar":[0.3603254,0.33435211,0.31734225,0.3308298,0.35344478],"enemies":[]}
{"time":25.9062405,"health":100,"armor":0,"ammo_shells":63,"ammo_nails":25,"ammo_rockets":0,"ammo_cells":0,"pos":[432.886841,-203.495346,56.03125],"vel":[0,0,0],"lidar":[0.3508352,0.32858703,0.33303413,0.35160285,0.37976116],"enemies":[]}
